⺀	⿱丶丶
𣻳	⿰氵⿰匕頁
𣻴	⿰氵⿹衣
𣻵	⿰氵⿱⿱口吅丂
𣻷	⿰氵⿰⿸尸示寸
𣻸	⿰氵⿱尚巾
𣻹	⿰氵⿱⿰臣又土
𣻺	⿰氵⿱其土
𣻻	⿰氵⿱艹⿱宀元
𣻼	⿰氵⿻⿳亠口⿱冖乇一
𣻽	⿰氵⿰月巠
𣻾	⿰⿰氵⿱日土少
𣻿	⿰氵⿱艹辛
𣼀	⿰氵⿸虍⿺夊彡
𣼁	⿱⿰氵羊永
𣼂	⿰氵⿱穴目
𣼃	⿱一木
𣼄	⿰氵⿸⿸广厷
𣼅	⿰氵⿳亠⿰幺匕木
𣼆	⿰氵⿱亠⿱罒木
𣼇	⿰氵⿸尸函
𣼈	⿰氵⿱疋虫
𣼉	⿰氵⿰⿸尸至刂
𣼊	⿰氵麥
𣼋	⿰氵⿰⿱匕禾欠
𣼌	⿰氵⿳龶幺月
𣼍	⿰氵⿱山侖
𣼎	⿰氵⿱小隹
𣼏	⿰氵⿱艹函
𣼐	⿰氵⿵門三
𣼑	⿰氵⿱艹⿱口木
𣼒	⿰氵⿱艹系
𣼓	⿰氵⿱小⿱白小
𣼔	⿰⿰氵日⿱爫子
𣼕	⿰氵⿱⿱亼口𠕁
𣼖	⿰氵⿱⿰禾刂木
𣼗	⿰氵⿳冖一⿱日六
𣼘	⿱⿰⿱士𠃜及水
𣼙	⿳⿰白彐夕水
𣼚	⿰氵⿰耳冉
𣼛	⿰氵⿱廿𠕒
𣼜	⿰氵⿱大电
𣼝	⿰氵⿸⿲亻丨攴木
𣼞	⿰氵⿰亻⿱口吅
𣼟	⿰氵⿸鹿水
𣼠	⿰氵⿳亠⿻幺几
𣼡	⿰氵⿱宀⿳彐冖巾
𣼢	⿰氵翏
𣼣	⿰氵⿸尸⿻丅⿵冂⿰入入
𣼤	⿰氵⿱⿱土土石
𣼥	⿰氵⿱艹⿰爿士
𣼧	⿰氵率
𣼨	⿰氵⿱⿸尸⿱十口廾
𣼩	⿰氵⿰阝⿱⿱⿱𠆢丶乛云
𣼪	⿱八⿰氵⿵戌口
𣼫	⿰氵⿰里予
𣼬	⿰氵鼎
𣼭	⿰氵⿰土隹
𣼮	⿰氵⿺⿱日𤴓匕
𣼯	⿰氵⿰土咅
𣼰	⿰氵⿱⿱王廾心
𣼱	⿰氵⿰亻禺
𣼲	⿰氵⿰口隹
𣼳	⿰氵⿰⿱土⿱丷干丸
𣼴	⿰氵⿰車欠
𣼵	⿰氵⿱艹⿰禾刂
𣼶	⿰氵⿵門口
𣼷	⿰氵⿰革力
𣼸	⿰氵⿱百戈
𣼹	⿰氵⿰目艮
𣼺	⿰氵⿱⿱囟儿夊
𣼻	⿰氵⿱雨于
𣼼	⿰氵⿰阝東
𣼽	⿰氵⿰月
𣼾	⿰氵⿰耳卯
𣼿	⿰⿱𠫓水⿱𠂉母
𣽀	⿰氵⿱百⿱大⿰丿丨
𣽁	⿰氵⿱罒豕
𣽂	⿰氵⿱大𣶒
𣽃	⿰氵⿸厃⿱八舌
𣽄	⿰氵⿸厂⿰⿱火火刂
𣽅	⿰氵⿰耳舌
𣽆	⿰氵⿱𥫗⿰工凡
𣽇	⿰氵⿱艹⿰耳又
𣽈	⿰氵⿱而而
𣽉	⿰氵⿱𤰔
𣽋	⿰⿰氵目⿱𠂒口
𣽌	⿰氵⿰臽欠
𣽍	⿰氵⿱自乑
𣽎	⿰氵⿱自⿻氺一
𣽏	⿰氵⿱亞心
𣽐	⿰氵鬲
𣽑	⿰氵⿺辶⿱大⿱十廾
𣽒	⿰氵⿱世貝
𣽓	⿰氵翏
𣽔	⿰氵⿹㢴土
𣽕	⿰氵⿱⿰木木⿱九厶
𣽖	⿰氵⿰片⿱戈戈
𣽗	⿰氵⿰𤣩豖
𣽘	⿰氵乘
𣽙	⿰氵⿱⿱日比灬
𣽚	⿰氵⿰音戈
𣽛	⿰氵⿱𥫗⿱亼口
𣽜	⿰氵⿰身矢
𣽝	⿰⿰氵工風
𣽞	⿰氵⿱日⿱⿺夂卜口
𣽟	⿰氵⿰⿱士示欠
𣽠	⿰⿰氵畀攴
𣽡	⿰氵⿰十尃
𣽢	⿰氵⿳立中口
𣽣	⿰氵⿴行⿱龷八
𣽤	⿰氵⿱𥫗朿
𣽥	⿰氵⿰干頁
𣽦	⿰氵⿱⿵戌口女
𣽧	⿰氵⿱宀⿰亻⿳彐冖又
𣽨	⿰舟⿱龹氺
𣽩	⿰氵⿸㫃⿱𠫓川
𣽪	⿰氵⿱巛⿸𠃜目
𣽫	⿰氵⿱艹匆
𣽬	⿰氵⿱⿳宀⿻龷一八冫
𣽭	⿰氵⿱囧皿
𣽮	⿰氵⿰女⿱爫缶
𣽯	⿰氵⿰身冉
𣽰	⿰⿰氵舟舌
𣽱	⿰氵⿳亠⿱厶⿰厶厶月
𣽲	⿰氵⿱⿻玄冖牛
𣽳	⿰⿰氵兼几
𣽴	⿰氵⿰口⿱田月
𣽶	⿸⿰氵⿸尸毛出
𣽷	⿰氵⿰贝⿱日勿
𣽸	⿰氵⿱穴⿱𠂒口
𣽹	⿰氵⿱⿱宀心冉
𣽺	⿰氵⿱⿱口吅亏
𣽻	⿰氵⿰阝⿳田一
𣽼	⿰氵⿱犬⿰犬犬
𣽽	⿰氵⿱⿰木木月
𣽾	⿰氵⿱立見
𣽿	⿰氵⿰禾⿱口王
𣾀	⿰氵⿷匚⿰亻隹
𣾁	⿰氵⿱艹其
𣾂	⿰氵⿰阝⿱比白
𣾃	⿱⿰氵⿵戌口兀
𣾄	⿰氵⿱自乑
𣾅	⿰氵⿱止⿰舟刂
𣾆	⿰氵⿸广⿱艹⿸𠂇口
𣾇	⿰氵⿱酋大
𣾈	⿰氵⿱⿱宀心皿
𣾉	⿰氵⿱宀⿸𠃜目
𣾊	⿰氵⿳穴口元
𣾋	⿰氵⿱穴辰
𣾌	⿵冂羊
𣾍	⿰氵⿰耳⿱八天
𣾎	⿰氵⿱⿻⿱了一⿰口又灬
𣾏	⿰氵⿰𤣩⿱大⿹丅口
𣾐	⿰氵⿰木⿱大⿹丅口
𣾑	⿰氵堇
𣾒	⿰氵⿵戊⿱口天
𣾓	⿰氵⿱⿻土吅卜
𣾔	⿰氵⿱⿰𤣩王⿱⿱𠆢丶乛
𣾕	⿰氵⿱⿰木木水
𣾖	⿰氵⿱艹夌
𣾗	⿰⿰氵⿱龶糸力
𣾘	⿰氵⿱艹⿱大⿱十廾
𣾙	⿱⿰氵水雨
𣾚	⿰氵⿰⿱止豆几
𣾛	⿰氵⿱艹⿻⿱了一⿰口又
𣾜	⿰氵⿱水⿰水水
𣾝	⿰氵⿱非日
𣾞	⿰氵⿱罒豕
𣾟	⿰氵⿱艹⿴囗⿱十口
𣾠	⿰氵⿰釒欠
𣾡	⿸⿰氵户雨
𣾢	⿰⿱止水頁
𣾣	⿰氵⿺辶⿱𡗜干
𣾤	⿰氵⿱⿰旡旡灬
𣾥	⿰氵⿱止⿰舟刀
𣾦	⿰氵⿱尚手
𣾧	⿰氵⿱⿻山⿰幺幺子
𣾨	⿰氵⿱⿶丄仌自
𣾩	⿰氵⿸广⿱肀米
𣾪	⿰氵⿱⿱丶⿳一丷⿱冖巾口
𣾫	⿰氵⿱心⿰心心
𣾬	⿰氵⿵門元
𣾭	⿰氵⿹𢏚口
𣾮	⿰氵⿰⿸尸⿱兀几殳
𣾯	⿰氵⿱⿱厶⿰厶厶⿱大土
𣾰	⿰氵⿱夾氺
𣾱	⿰氵⿱雨太
𣾲	⿰氵⿱雨厷
𣾳	⿰氵⿱雨⿰亻𠤎
𣾴	⿰氵菐
𣾵	⿰氵⿰糹色
𣾶	⿰氵⿰阝⿱八豕
𣾷	⿰氵⿱⿱夭口冋
𣾸	⿰氵⿰扌⿱日𤴓
𣾹	⿰氵⿺辶⿷⿱儿丶
𣾺	⿰氵⿵門开
𣾻	⿰氵⿰口⿸耂日
𣾼	⿰氵⿺走戉
𣾽	⿰氵⿱毛⿰毛毛
𣾾	⿰⿰氵少咅
𣾿	⿰氵⿰口⿳田一
𣿀	⿱⿰氵甫⿱人氺
𣿁	⿰⿰氵㡀欠
𣿂	⿰氵⿰阝⿱⿸𠂇工月
𣿃	⿰氵⿰阝禺
𣿄	⿰氵⿱山⿵戌𣥂
𣿅	⿰氵⿱艹重
𣿆	⿰氵⿱鳥几
𣿇	⿰氵⿰禾⿱⿱⿱𠆢丶乛心
𣿈	⿰氵⿱穴⿱亦十
𣿉	⿰氵⿰訁⿱匕日
𣿊	⿰⿰氵柬攵
𣿋	⿰氵⿱雨乎
𣿌	⿰氵⿺辶曷
𣿍	⿰氵⿱⿱彐氺皿
𣿎	⿰氵⿱艹⿵戌口
𣿏	⿰氵⿱⿱⿰木木九口
𣿐	⿰氵⿰貝⿹戈𠂇
𣿑	⿰氵⿱⿱龷八邑
𣿒	⿰氵⿱自辛
𣿓	⿰氵⿱罒非
𣿔	⿰氵⿺辶⿱大羊
𣿕	⿰氵廌
𣿖	⿰氵⿰⿱覀示刂
𣿗	⿰氵⿰⿱出方攵
𣿘	⿰氵⿰木昜
𣿙	⿰氵⿱朿貝
𣿛	⿰氵⿰耳⿱氏口
𣿜	⿰氵⿱⿰火禾心
𣿝	⿰氵⿱艹⿰⿱土土寸
𣿞	⿰氵⿱重𧘇
𣿟	⿰氵⿱宀⿰衤殳
𣿠	⿰氵⿳⿰刃刃一⿴囗口
𣿡	⿰氵⿱魚又
𣿢	⿰氵⿱⿱龷八車
𣿣	⿰氵⿱⿰⿱土土刃皿
𣿥	⿰氵⿱⿰矛攵日
𣿦	⿰氵⿱覀貝
𣿧	⿲氵矛⿱攵目
𣿨	⿰氵⿰角羊
𣿩	⿰氵⿱⿱⿰火火冖土
𣿪	⿰氵⿺辶首
𣿫	⿰氵⿱⿱又⿰又又⿱冖且
𣿬	⿰氵⿷匚⿰氵隹
𣿭	⿰氵⿱𦍌我
𣿮	⿰氵⿱艹癸
𣿯	⿰氵⿳艹彐⿱冖攴
𣿱	⿰氵⿱⿱亠⿰丨日
𣿲	⿰氵⿸⿸尸水出
𣿳	⿰氵⿱𡗜⿱日火
𣿴	⿰氵⿱艹昜
𣿵	⿰氵⿱穴⿱龶𧘇
𣿶	⿰氵⿱⿱⿱宀一由灬
𣿷	⿰氵⿱⿵戊示土
𣿸	⿰氵⿵門⿱亠巾
𣿹	⿰氵⿴囗⿱口貝
𣿺	⿰氵⿰月⿱覀女
𣿻	⿰氵⿳艹宀⿰小小
𣿼	⿰氵⿱火目
𣿽	⿰氵⿰貝㦮
𣿾	⿰氵⿰亻⿱宀⿱大⿹丅口
𣿿	⿰氵⿰釒瓜
𤀀	⿰氵⿱⿵⿱丿冂釆丂
𤀁	⿱白⿱水⿰水水
𤀂	⿰氵⿰⿱艹⿹勹口攵
𤀃	⿰氵⿸虍言
𤀄	⿰氵⿱⿰日月皿
𤀅	⿰氵⿱⿻大吅⿱一口
𤀆	⿰氵⿱山⿰立立
𤀇	⿰⿰氵⿱𠂉母糸
𤀈	⿰氵⿳丿⿴囗𠂭大
𤀉	⿰氵⿱人鬲
𤀊	⿰氵⿰豸艮
𤀋	⿰氵寅
𤀌	⿰氵⿳⿱一田⿱一田一
𤀍	⿰氵⿱雨㐱
𤀎	⿰氵⿱罒⿱大⿱丷干
𤀏	⿰氵⿰訁⿹弋工
𤀐	⿰氵⿱艹⿱丶⿳一丷⿱冖巾
𤀑	⿰氵⿱⿱宀必冉
𤀒	⿰氵⿱⿱亼⿰月刂心
𤀓	⿰氵⿰衤⿱彑氺
𤀔	⿰氵⿰飠欠
𤀕	⿰氵⿱⿳宀⿻龷一八土
𤀖	⿰氵⿱山鬼
𤀗	⿰⿰氵先⿳口丿口
𤀘	⿰氵⿱艹風
𤀙	⿰氵⿰口⿹灬
𤀚	⿰氵⿱艹⿵门⿱乂朩
𤀛	⿰⿰氵⿸尸匕來
𤀜	⿰氵⿰目青
𤀝	⿰⿰氵⿱龶糸阝
𤀞	⿰氵⿱艹⿸耂日
𤀟	⿰氵⿱⿱丷⿱一⿰幺幺土
𤀠	⿰氵⿱⿰𦣞巳灬
𤀡	⿰氵⿱𦍌⿰耳又
𤀢	⿱⿰氵⿱土厶⿱穴工
𤀣	⿰氵⿰目⿳爫一⿸𠂇又
𤀤	⿰氵⿱𥫗⿱目廾
𤀥	⿰氵⿱𥫗畀
𤀦	⿰氵⿱⿰束刂石
𤀧	⿰氵毚
𤀨	⿰氵⿱穴⿱亼⿰月刂
𤀩	⿱⿰臣⿳𠂉丶罒水
𤀪	⿰氵⿰皮頁
𤀫	⿰氵⿰辛辛
𤀬	⿰氵⿳米⿻龷一大
𤀭	⿰氵⿳吅一貝
𤀮	⿰氵⿳亠⿰厶厶⿰木木
𤀯	⿰氵⿱魚寸
𤀰	⿰氵⿱日高
𤀱	⿰氵⿺辶⿱大⿱卝⿻二丨
𤀲	⿲辛水辛
𤀳	⿰氵⿵門耳
𤀴	⿰氵⿹豕
𤀵	⿰氵⿵門行
𤀶	⿰氵⿸虍隹
𤀷	⿱⿰氵聿⿱亠肙
𤀸	⿰氵⿱大魚
𤀹	⿰氵𥈠
𤀺	⿰氵⿱壴⿰力口
𤀻	⿰氵⿱艸⿱㓁木
𤀼	⿰氵⿰糹⿱彑氺
𤀽	⿰氵⿰糹⿱大⿹丅口
𤀾	⿰氵⿻丵艹
𤀿	⿰氵⿱宀⿻大⿰爻爻
𤁀	⿰氵⿰⿱立⿱日十彡
𤁂	⿰氵⿱宀⿱毌貝
𤁃	⿱⿰氵㒼山
𤁄	⿰氵⿸厂⿳里儿土
𤁅	⿰氵⿳⿱士口冖至
𤁆	⿰氵⿱罒⿴衣口
𤁇	⿰氵⿱艹⿱宀谷
𤁈	⿰氵⿱𥫗金
𤁉	⿰氵堇
𤁊	⿰氵⿱⿱艹罒犮
𤁋	⿰氵⿸⿸厂⿰木木止
𤁌	⿰氵⿱⿵⿱丿冂釆廾
𤁍	⿰⿰氵⿸尸止⿸尸止
𤁎	⿰氵⿳覀日⿻丷十
𤁏	⿰氵⿰耒⿱龷日
𤁐	⿰氵⿵門⿱夂口
𤁑	⿰氵⿱山⿱冃成
𤁒	⿰氵⿰⿱匕矢⿱龴疋
𤁓	⿰氵⿰𤣩⿱爫缶
𤁔	⿰氵⿺鬼斗
𤁕	⿰氵⿰辛束
𤁖	⿰氵⿰衤果
𤁗	⿰氵⿰糹⿱白巾
𤁘	⿰氵⿺⿱立电中
𤁙	⿱⿰扌八⿰氵⿵戌口
𤁚	⿰氵⿲彳⿱山元攵
𤁛	⿰⿰氵⿸耂日⿱乃子
𤁜	⿰氵⿱牛
𤁝	⿰氵⿵門虫
𤁞	⿱⿰氵㒼水
𤁟	⿰氵⿱士⿹𢏚口
𤁠	⿰氵⿺辶⿱爫缶
𤁡	⿰氵⿰扌覃
𤁢	⿰氵⿰⿱小隹戈
𤁣	⿰氵⿱罒⿰肙⿱匕匕
𤁤	⿰氵⿰𦰩欠
𤁥	⿰氵⿱⿰夫夫車
𤁦	⿰⿰氵兼瓦
𤁧	⿰氵齒
𤁨	⿰氵⿰目⿶⿱臼又丨
𤁩	⿰氵⿱⿰斤斤貝
𤁪	⿰⿰氵舌頁
𤁫	⿲氵⿱公儿頁
𤁬	⿰氵⿱艹匆
𤁭	⿰氵⿱⿹⿹戈口一角
𤁮	⿰氵⿱艹⿷匸⿱口吅
𤁯	⿰氵巤
𤁰	⿴⿰氵亍⿱⿰矢口日
𤁱	⿰氵⿱艹⿱示
𤁲	⿰氵⿰彳⿰⿱亠肙攵
𤁳	⿰氵⿱雨言
𤁴	⿰氵⿰⿸虍豕刂
𤁵	⿰氵⿵門⿱口口
𤁶	⿰氵⿱人⿱丷⿻巾⿰爻爻
𤁷	⿰氵⿺辶啇
𤁸	⿰氵⿱艹翏
𤁹	⿰氵⿵門赤
𤁺	⿰氵⿱垂⿸丆工
𤁻	⿰氵⿳自穴方
𤁼	⿰氵⿰⿱匕矢⿱又米
𤁽	⿰氵⿱⿱⿰火火冖目
𤁾	⿰氵⿰米頁
𤁿	⿰氵⿱聿⿱田月
𤂀	⿱⿰氵㒼天
𤂁	⿰⿰氵糸⿳士冖牛
𤂂	⿰氵⿰訁⿵用口
𤂃	⿳⿰氵自人⿻肉一
𤂄	⿰⿰氵鼎刂
𤂅	⿰⿰氵青⿱爫寸
𤂆	⿰⿰氵⿱爫子虎
𤂇	⿰氵⿱⿱丷⿱一⿰幺幺⿰子子
𤂉	⿰氵⿰木㒼
𤂊	⿰氵⿰𠁁斤
𤂋	⿰氵⿱艹⿱巛果
𤂌	⿰氵⿰⿱士口頁
𤂍	⿰氵⿱艹⿺辶車
𤂎	⿸⿰氵⿸尸水两
𤂐	⿰氵⿱⿰臣又貝
𤂑	⿰氵⿱⿰木木辰
𤂒	⿳⿰氵水廿⿻丨网
𤂓	⿸⿰氵⿱火目八
𤂔	⿰氵⿰⿱上小頁
𤂕	⿰氵⿵門⿰氵元
𤂖	⿰氵⿰⿱日⿳亠口小彡
𤂗	⿰氵⿵鬥⿱亠巾
𤂘	⿰氵⿵⿱艹戊臣
𤂙	⿰氵⿱艹㒼
𤂚	⿰氵⿰豸⿱臼儿
𤂛	⿰氵⿲亻丨菐
𤂜	⿰氵⿱瓜⿰瓜瓜
𤂝	⿱⿰氵雨水
𤂠	⿰⿰氵盍⿱土厶
𤂡	⿰氵⿱⿱艹夫香
𤂢	⿰氵⿸严⿱比
𤂣	⿰氵⿱艹粛
𤂤	⿰氵⿱大⿱牛⿰牜牛
𤂥	⿰⿰氵⿱⿰矢口日亏
𤂦	⿰氵⿳䒑𫩏隹
𤂧	⿰氵⿱艹⿺辶夆
𤂨	⿰氵⿰木⿱艹⿱日大
𤂩	⿰⿰氵先⿸耂日
𤂪	⿰氵⿱雨辰
𤂫	⿰氵⿰口⿱卅貝
𤂬	⿰氵⿱石⿰石石
𤂭	⿰氵⿰酉⿱亦十
𤂮	⿰氵⿸厂⿰亻鳥
𤂯	⿰氵⿱⿰旡旡貝
𤂰	⿰氵⿰⿱匕禾隶
𤂲	⿰氵⿰犭黄
𤂳	⿰氵⿱⿱𥫗⿱目大厶
𤂴	⿰氵⿰⿸虍戈
𤂵	⿰氵⿸⿰月龹糸
𤂶	⿰氵⿵門隹
𤂸	⿰氵⿱亯⿱卝⿻二丨
𤂹	⿰氵⿱艹覃
𤂺	⿰氵⿱見
𤂻	⿰氵⿰予象
𤂼	⿱⿰自⿱宀豕水
𤂽	⿰氵⿱日絲
𤂾	⿰氵⿱大⿵⿱止⿵戌小丿
𤂿	⿰氵⿺辶⿱⿰巳巳⿱龷八
𤃀	⿰氵⿰⿱士示隶
𤃁	⿰氵⿳一絲土
𤃂	⿰氵⿱艹⿳彐⿰工口寸
𤃃	⿰氵⿰方⿱釆田
𤃅	⿰氵⿱日⿱雨云
𤃆	⿰氵⿱宀睘
𤃇	⿰氵⿳廿⿴北口灬
𤃈	⿰氵⿳⿻龷一𧘇
𤃉	⿰氵⿸⿸厂⿰禾禾心
𤃊	⿰氵⿱丵⿰十艹
𤃋	⿰氵⿱⿱土⿰土土貝
𤃌	⿰氵⿰豆頁
𤃍	⿰氵⿱雨非
𤃎	⿰氵⿱⿰⿸尸口辛土
𤃏	⿰氵⿱⿰束攵石
𤃐	⿰氵⿱㒼田
𤃑	⿲氵⿱曰子頁
𤃓	⿰氵⿱艹⿱止⿰止止
𤃔	⿰氵⿱⿸虍⿺夂几目
𤃕	⿰氵⿳士丿⿱𠃬⿰口又
𤃖	⿰氵⿱𡗜魚
𤃗	⿰氵⿱⿴𦥑水皿
𤃘	⿰氵⿱臾貝
𤃙	⿲氵亻⿻丵廾
𤃚	⿰氵⿱夕寅
𤃛	⿰氵⿰⿱覀示瓜
𤃜	⿰氵⿺辶尞
𤃝	⿰氵⿸⿸厂⿰禾禾日
𤃞	⿰氵⿰日㒼
𤃟	⿰氵⿱⿱亠⿰乡隹土
𤃠	⿰氵⿰飠⿱爫女
𤃡	⿰氵⿹⿰匕頁禾
𤃢	⿰氵⿸广⿱⿱亠⿴囗口禾
𤃣	⿰⿰氵豕頁
𤃤	⿰氵⿺辶⿱⿱土⿰土土兀
𤃥	⿰氵⿱艹⿱癶豆
𤃦	⿰氵⿱艹⿵門日
𤃧	⿰氵⿰扌⿺辶⿱土羊
𤃨	⿰氵⿱⿱火火面
𤃩	⿰氵霝
𤃪	⿰氵⿰⿸虍豆戈
𤃫	⿰氵⿳⿱艹罒冖⿸歹匕
𤃬	⿰氵⿸⿰⿱十⿱日十人赤
𤃭	⿰氵⿱罒⿱隹灬
𤃮	⿰氵⿰𠁁斤
𤃯	⿰⿰氵鹵舟
𤃰	⿰氵⿸麻糸
𤃱	⿰氵⿸鹿米
𤃲	⿰氵⿱⿰⿱土⿱丷干丸糸
𤃳	⿰⿰氵方⿱𠂉⿱米田
𤃴	⿰氵⿱艹⿵⿱止⿵戌小丿
𤃵	⿰氵⿳日⿱龷八言
𤃶	⿰氵⿰石⿱癶豆
𤃷	⿰氵⿵門音
𤃸	⿰氵⿱雨革
𤃹	⿰氵⿸⿸厂⿰禾禾石
𤃺	⿰氵⿱⿰木木畐
𤃻	⿳刀⿱田⿰田田水
𤃼	⿰氵⿱⿵戊臣肉
𤃽	⿰氵⿰魚⿸𠂇月
𤃾	⿰氵⿱𥫗⿱艮皿
𤃿	⿰氵⿳⿱艹罒冖⿰亻戈
𤄀	⿰氵⿰犭⿱⿱艹隹又
𤄁	⿰氵⿱⿰⿱土⿱丷干丸虫
𤄂	⿰氵⿱⿱𦍌灬⿱王大
𤄃	⿰氵⿵門⿰氵舌
𤄄	⿰⿰氵木⿰九鳥
𤄅	⿰氵⿰訁⿱爫臼
𤄆	⿰氵⿰⿸厂萬力
𤄇	⿰氵⿵門⿱丶⿳一丷⿱冖巾
𤄈	⿱⿰臣⿱𠂉⿱口吅水
𤄉	⿰氵⿰⿱丣金刂
𤄊	⿰氵⿸厂⿱黑土
𤄋	⿰氵⿰糹匆
𤄌	⿱⿰扌斤⿰氵⿵戌火
𤄍	⿰⿰氵酉⿱田
𤄎	⿰氵⿵鬥⿱臼儿
𤄏	⿰氵⿰魚系
𤄐	⿰氵⿱雨⿱田
𤄑	⿰氵⿰⿱𥫗⿱目廾攴
𤄒	⿰氵⿱𥫗⿵門月
𤄓	⿰氵⿱艹⿱⿰耳又乑
𤄔	⿰氵⿰⿱山⿱小隹戈
𤄕	⿰⿰氵方與
𤄖	⿰氵⿰⿱亦木隹
𤄗	⿰氵⿳⿱日出大米
𤄘	⿰氵⿳穴⿰目目夂
𤄙	⿰氵⿱𥫗肅
𤄚	⿰氵⿱⿴𦥑囟⿱一火
𤄛	⿰⿰氵鬼隹
𤄜	⿰氵⿰米⿱釆田
𤄝	⿰⿰氵⿱曲豆⿱土厶
𤄞	⿰氵⿳亡罒⿲月女凡
𤄟	⿰氵⿸鹿谷
𤄠	⿰氵⿱艹⿱⿱宀一⿸𣥂貝
𤄡	⿰氵⿵門⿻龟日
𤄢	⿰氵⿱罒⿺辶⿱土羊
𤄣	⿰⿰氵魚我
𤄤	⿱⿰氵⿱釆田⿱龷八
𤄥	⿰⿱水日⿱日⿱⿰幺幺灬
𤄦	⿰氵⿸⿸虍口⿱田心
𤄧	⿰⿰氵貝⿱言
𤄨	⿰氵⿱网⿸厂⿰⿱火火刂
𤄩	⿰氵⿱网⿱隹灬
𤄪	⿰氵⿱釆⿻⿻廿干⿰𠂈又
𤄫	⿰氵⿸㫃⿱釆田
𤄬	⿰氵⿰⿱爫⿱幺大隹
𤄭	⿰氵⿺⿱日𤴓頁
𤄮	⿰氵⿺⿱⿱土⿰土土兀⿱夕夕
𤄯	⿺⿱立电⿰氵青
𤄰	⿰氵⿰⿸产彡頁
𤄱	⿰氵⿰釒⿱⿱十八
𤄲	⿰氵⿰訁堇
𤄳	⿳先⿰先先水
𤄴	⿰氵⿳夫冏貝
𤄵	⿰氵⿱⿰夫夫鬲
𤄶	⿰氵⿱艹⿱⿲幺白幺木
𤄷	⿰氵⿱罒⿰糹隹
𤄸	⿰氵⿱⿱⿳肀一灬皿火
𤄹	⿰氵⿰⿱米犬頁
𤄺	⿰氵⿺辶⿳自穴方
𤄻	⿰氵⿱⿱⿴𦥑囟大㔾
𤄼	⿰氵⿳聿灬⿱皿火
𤄽	⿰氵⿱爾玉
𤄾	⿰氵⿱⿱𦍌灬⿱𦍌大
𤄿	⿰氵⿰木⿱⿲幺白幺木
𤅀	⿰氵⿵⿱⿱亡口⿰月凡羊
𤅁	⿰氵⿱⿴𦥑白辰
𤅂	⿰氵⿰犭⿰束⿱𠂊貝
𤅃	⿰氵⿱𥫗⿸广兼
𤅄	⿰氵⿱𥫗⿸广兼
𤅅	⿰氵⿱⿻大卌⿰木木
𤅆	⿰⿰氵皋頁
𤅇	⿰氵⿰糸⿰訁糸
𤅈	⿰氵⿱韭
𤅉	⿰氵⿱雨⿰月
𤅊	⿰氵⿰⿸虍鬲犬
𤅋	⿰氵⿱穴⿱士⿱罒貝
𤅍	⿰氵⿱⿰東東日
𤅎	⿰氵⿰㒼頁
𤅏	⿰氵⿱⿰生生⿰立立
𤅐	⿰⿰氵⿱止豆⿱止豆
𤅑	⿰氵⿰土⿳亠⿱吅⿻龷一𧘇
𤅒	⿰氵⿱雨⿱⿱⿱厶⿰厶厶人心
𤅓	⿰⿰氵⿱小⿱白小頁
𤅔	⿰氵⿱𥫗⿰耒⿱龷日
𤅕	⿰氵⿱𥫗⿳士乛⿳丅二⿰口寸
𤅖	⿰氵⿱艹⿰⿱止少頁
𤅗	⿰氵⿵⿱⿱亡口⿰月凡言
𤅘	⿰氵⿱⿱亡口⿰⿰月羊月
𤅙	⿰氵⿱吅⿸厂⿹⿰工攵𤮺
𤅚	⿰氵⿱且
𤅛	⿰氵⿱⿴𦥑囟辰
𤅜	⿰氵⿰⿱覀示風
𤅝	⿰氵⿰⿳亠口⿳⿴囗口口十阝
𤅞	⿰氵⿱艹⿱⿱⿰目目隹又
𤅟	⿰氵⿱雨⿰𧾷⿱夂口
𤅠	⿰氵⿱⿱艹⿱日大馬
𤅡	⿰氵⿰⿱自⿻氺一頁
𤅢	⿰氵⿱艹龠
𤅣	⿰氵⿱亠⿱且
𤅤	⿰氵⿰镸爾
𤅥	⿰氵⿳爫罒⿰鬯又
𤅦	⿰氵覃
𤅧	⿰氵⿱⿱𡗗日⿰虫虫
𤅨	⿰鬯又
𤅩	⿰⿰氵𦰩鳥
𤅪	⿰氵⿳爫罒⿰鬯寸
𤅫	⿰氵⿱霝⿱⿱𠆢丶龴
𤅬	⿰氵⿱⿰先先鬲
𤅭	⿰氵⿴衣⿱吅⿰⿻己工爻
𤅮	⿰氵⿰⿱⿳士冖⿱一口䒑⿱⿰冫欠心
𤅰	⿰氵龠
𤅱	⿰氵⿱⿱虫⿰虫虫皿
𤅲	⿰氵⿱⿱𥫗⿱日大馬
𤅴	⿰⿰氵⿱罒⿹勹虫⿹气米
𤅵	⿰氵⿰骨⿺辶⿱⿸𠂇工月
𤅶	⿰氵⿱⿰糸⿰訁糸攵
𤅷	⿰氵⿱霝巫
𤅹	⿰氵⿱⿱罒大⿰⿱罒大⿱罒大
𤅺	⿰氵⿱金⿰釒金
𤅻	⿲氵⿱⿳亠口⿴囗口⿱⿶凵口亅邑
𤅼	⿰氵⿰堇鳥
𤅽	⿰氵⿰⿱革⿱兀土鳥
𤅾	⿰氵⿵門⿱吅⿹⿰工攵𤮺
𤅿	⿰⿰氵⿱⿻山⿰丰丰豆⿱太皿
𤆀	⿰氵⿱馬⿰馬馬
𤆂	⿱火一
𤆃	⿱厶火
𤆄	火
